678709,772904137776
231811,368102517606
708353,313563595450
865387,673773468084
336359,457800323110
578820,475959988911
281852,637696787777
751880,616365878492
857807,194053916831
397739,471994939942
198909,186594848913
997105,714722069376
782605,818636722830
628808,336824145531
778285,624108774668
993738,992296725249
172703,391477735244
938935,605330228661
905511,747089455564
130187,725604730589
265068,448684135902
188687,349538578877
150886,402341884541
596096,797303456069
881593,706524315098
808037,403705446213
620355,139042869496
551881,493591619780
197761,292791352359
888902,519010817986
716928,786683839411
528137,377577490986
126660,216559685332
512286,325925269203
137188,547290893471
853398,872215201322
632905,282918487643
826827,853036459220
805957,315320527304
767886,119380327328
257886,476464019547
233837,511534956503
509569,742964378601
583075,502819259851
915352,193066135235
628267,723621750109
198319,354856185176
868182,295256276058
185588,425548816792
515729,565735949211
873861,390249688491
359307,280391691215
212879,391879920943
980727,762952012196
811350,921964383675
171189,973166336183
566275,679425801324
828198,211417931157
596328,510480440033
817226,958958808244
502851,746644621663
856326,183410266667
187556,256466448423
308058,422274226398
278772,801931835436
832782,163212869833
183918,117417268416
989832,327565221582
173522,902589790366
888289,798354179559
683582,493728586935
350979,828721377052
235303,595948641895
295882,430488012494
919211,318139652763
985969,885116966361
983730,281232834397
687278,160371010848
152507,475706050411
913526,332439806871
771050,221682009034
286138,910912252709
668133,363579255153
627158,634255011725
178881,262872987607
716939,111669570416
589726,905835745498
739172,265276223092
601377,600000064238
806160,507168884340
752028,445581672006
880866,983164083756
911618,761672661908
902171,883256566688
989052,265112451368
573996,124075344865
662083,518179765346
536919,263114768946
616023,788113006879
868578,615492378430
985530,139659554833
237169,942620070163
182876,884974201602
710175,244168057114
928653,686470680990
865176,266903892578
202702,601929161404
155588,977490302227
592658,348698667849
590576,704753752633
753271,701380075026
801982,178785832036
997782,400920672631
800885,497676457845
218016,755873536978
827966,295695587717
828078,925776594744
863822,987526455588
597001,900514899016
985981,470901927135
868306,613248649832
327703,976575978497
878396,694775167431
501952,989356659980
206983,156482557034
988302,543697956640
289682,450018496177
811898,841788324801
918682,855727266023
172239,712551903834
828828,393848587834
630650,650019171304
328815,583250668728
288185,252681201337
220507,637116516139
918373,981209671151
815656,133060696562
591721,470194820382
785793,759866275746
805826,304874374449
370315,435290484684
782988,700948085285
986626,485113544372
700768,540432642889
913512,714808555537
966276,687618912464
929582,833550125563
881189,471247605468
760872,968227311358
116678,273458281403
781261,119732913147
867685,852296606410
628181,657614756549
769785,214051599867
922958,456533585580
305506,756758247057
909022,567874460753
186000,474989823065
859911,946462145466
582213,523203977075
839551,848259382976
153370,137385118874
655071,972259490657
278933,144052562248
560852,537021725827
598775,920043638491
972987,777572681308
878662,903920079109
668805,820540326724
859139,885389926812
157258,727226096601
178980,874299511320
788288,789858673352
730502,722405775124
890998,328660866011
280067,867228365507
179586,555682266502
355167,624870596501
958576,485547571919
983516,491165044578
780533,383282158823
662630,502094850511
216837,855715316339
838955,541001193220
131088,470096908182
728031,855477574970
316657,583213629344
183522,216823814922
125828,655502892244
953598,991835199794
567632,648881347955
882635,322933229999
317972,152431829263
352238,140765781061
