898669,124026184842
565975,347551044278
962758,550721161939
617655,593800986265
902137,590680860324
666158,184690703885
158375,702441470238
836718,608245991276
797278,326415366431
826378,922141079827
887067,831903305532
871613,524209130233
935298,621277521613
767037,893832130617
899805,770353249114
581199,586403836281
530377,500350134694
597698,847442378221
672398,569528654432
379679,171307231623
788019,759909854358
938751,890026928214
870987,992210988499
775373,463248861176
153123,268308007517
881685,999867108868
627118,416913711216
820127,242687213864
627376,972643944809
501586,775447473933
872911,595323120285
758873,984512722407
979060,868707961154
723589,560062530841
822189,431333434222
828611,786925279575
628767,231857497344
365872,852398406646
801182,461288419014
732277,818247366475
629528,258774230000
218011,291744677558
892800,576125926500
326053,438611207938
658087,576505681303
888115,478810301137
671639,136949250489
986825,950618304200
308801,784899917522
508888,661059453504
153826,259848897386
520779,181123323877
730719,595263996145
988686,308855187477
135886,351720761428
985686,621823106726
978856,881110113247
778515,521678768388
828027,659422733533
857780,407698432696
888852,854132598933
150838,431601067398
751923,594858323172
876877,487886976767
173911,778318404175
183818,807008180581
198369,950727832720
938980,846262837917
372870,901621808077
186195,593833668057
608596,217388299616
251077,544453566376
562392,204879624703
988100,426149903969
629096,306369435819
888098,707966509628
758133,132357195014
751785,454793167775
818031,749858290210
922307,344030140015
852500,673778170064
818338,281268657918
537568,490642012416
811555,358211175262
679299,403549483622
555530,563553133334
310180,767516287512
830728,157202717824
167673,881678696941
878096,946989395478
285118,219481326619
868925,635864689363
659082,151580545957
688360,294421483429
258158,761557517527
822521,826452612834
879788,326397135850
799690,802960256651
569213,212769600417
869868,341315407796
392613,350083862908
698113,749322383634
118529,779773099150
585853,859098543786
111132,869327778722
585832,878597332593
383878,527772407895
891058,959941099330
558781,790296104007
702135,447864573172
812002,252294528956
903938,884436606571
228533,361019113812
853597,420600798300
568218,351572109500
782182,270804248240
882705,261754597685
989665,187700619835
375682,162451114461
208298,605908833297
600180,669944090412
688906,709983118521
285575,393774354070
962681,998093165766
926776,185821098002
132315,250745440154
880089,264810057606
816239,890807316868
932835,647413618493
525893,491747279542
608299,434023560380
580535,482328820022
781577,343293661013
289818,845350360403
725518,695277353050
682386,756551740611
532675,330289867362
887620,486127392728
662136,833697720629
800763,360790747790
781059,572800610599
512871,200848649491
880186,173710193042
855601,254645813746
860158,582384063389
693886,120797010721
989132,724381655413
371067,623073958564
988520,454092625599
715276,262548801500
688193,963515031793
996890,979150747387
322790,334720497940
980310,593987184185
968186,655414614530
886230,551306603416
233900,163048717424
838871,631949546123
958056,921188750613
150815,343883446268
616777,409438159108
728777,710114334445
381811,511974943873
583888,884359988627
898038,678226325471
272629,805226281806
553758,459517722938
208081,759614685539
230629,805654922192
365987,575091067146
918536,612337087096
888033,111627041691
186850,671325764296
855815,892463997581
256220,991936849978
861219,971969229479
965987,892525771667
736260,518765096193
873637,191722215367
908126,592160818534
513789,947566880796
366888,563620644101
283685,325462272925
333825,825931075942
365353,708842906824
987301,386540865359
885712,367274228658
853927,617255209066
712792,753058926080
928121,934179407977
776353,804275170490
123839,392133977854
280888,500611648854
508322,510028725263
876905,815010656291
651779,149546753979
187262,556786145601
